mnemonic,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health
E00047601,205,NA,29,NA,9,11,13,100,20,69,80,279,54
E00047602,248,NA,10,NA,22,16,14,147,28,112,60,332,32
E00047603,193,NA,12,NA,14,11,14,107,15,93,66,281,39
E00047604,251,NA,27,NA,11,21,21,121,28,107,76,350,43
E00047605,254,NA,22,NA,15,26,27,138,28,107,79,358,48
E00047606,239,NA,15,NA,20,10,15,131,23,112,56,336,34
E00047607,249,NA,19,NA,16,16,38,141,24,105,59,374,30
E00047608,200,NA,15,NA,15,19,9,108,18,97,77,277,46
E00047609,195,NA,9,NA,10,18,21,116,15,82,72,263,32
E00047610,249,NA,3,NA,23,17,25,166,24,103,47,334,27
E00047611,234,NA,13,NA,16,19,13,145,22,124,53,343,32
E00047612,274,NA,12,NA,19,12,19,166,22,161,52,353,30
E00047613,137,NA,23,NA,5,6,9,59,8,73,72,201,49
E00047614,188,NA,9,NA,22,15,11,129,30,91,60,264,24
E00047615,208,NA,23,NA,9,16,17,120,21,93,86,281,43
E00047616,140,NA,16,NA,13,15,9,73,21,44,77,225,46
E00047617,232,NA,29,NA,16,12,16,119,16,122,63,315,33
E00047618,248,NA,22,NA,14,14,12,112,20,148,59,339,44
E00047619,240,NA,10,NA,21,26,23,165,39,105,44,337,23
E00047620,215,NA,11,NA,15,5,19,135,28,121,52,306,27
E00047621,216,NA,13,NA,12,6,20,92,9,127,54,299,32
E00047622,203,NA,38,NA,8,16,9,76,14,74,92,268,58
E00047623,78,NA,4,NA,0,3,0,22,3,27,75,148,43
E00047624,236,NA,21,NA,11,18,15,126,22,123,70,305,35
E00047625,231,NA,10,NA,25,19,19,163,38,100,51,292,27
E00047626,205,NA,9,NA,16,16,17,153,35,104,45,250,22
E00047627,181,NA,19,NA,20,15,14,119,21,89,52,251,31
E00047628,196,NA,4,NA,19,17,21,151,37,93,33,247,25
E00047629,224,NA,11,NA,4,13,17,123,12,123,55,299,40
E00047630,236,NA,25,NA,12,21,13,111,27,128,85,306,56
E00047631,237,NA,16,NA,17,14,21,128,21,122,53,321,34
E00047632,265,NA,16,NA,14,17,14,136,21,149,62,356,37
E00047633,223,NA,10,NA,20,22,22,171,42,118,32,309,17
E00047634,202,NA,6,NA,16,14,20,135,17,100,41,267,18
E00047635,143,NA,9,NA,10,9,9,99,15,88,46,190,26
E00047636,177,NA,12,NA,16,16,14,131,30,109,37,205,24
E00047637,235,NA,27,NA,11,13,20,99,21,99,61,327,34
E00047638,255,NA,18,NA,10,22,39,140,28,108,68,334,46
E00047639,237,NA,7,NA,18,20,19,147,38,125,46,319,19
E00047640,174,NA,18,NA,6,6,7,68,10,85,57,230,27
E00047641,210,NA,17,NA,14,17,7,123,24,105,56,301,34
E00047642,183,NA,16,NA,11,10,13,95,17,92,51,230,29
E00047643,225,NA,18,NA,14,8,17,108,27,124,65,277,28
E00047644,212,NA,19,NA,18,11,16,121,21,93,64,251,36
E00047645,202,NA,11,NA,16,18,11,124,28,87,43,270,20
E00047646,218,NA,15,NA,11,14,8,96,16,102,63,296,29
E00047647,201,NA,11,NA,17,15,21,115,23,81,56,285,37
E00047648,227,NA,15,NA,15,20,15,131,26,92,60,360,37
E00047649,249,NA,24,NA,9,11,29,120,14,134,72,342,36
E00047650,231,NA,9,NA,20,15,20,127,30,104,53,338,21
E00047651,204,NA,16,NA,7,10,14,76,11,115,47,274,24
E00047652,159,NA,15,NA,5,6,13,70,11,83,47,213,35
E00047653,272,NA,37,NA,20,22,34,128,33,74,90,367,48
E00047654,168,NA,11,NA,17,11,16,98,21,65,56,243,29
E00047655,208,NA,20,NA,19,12,23,95,20,56,59,320,36
E00047656,215,NA,18,NA,23,22,23,116,23,62,69,322,44
E00047657,126,NA,13,NA,11,5,7,57,13,34,77,198,50
E00047658,205,NA,16,NA,19,21,24,113,28,66,67,310,42
E00047659,179,NA,23,NA,15,13,15,86,18,51,63,258,33
E00047660,223,NA,20,NA,14,14,21,125,19,92,72,332,44
E00047661,254,NA,15,NA,23,11,29,125,24,66,79,352,47
E00047662,182,NA,18,NA,12,9,18,90,10,57,82,276,43
E00047663,209,NA,20,NA,18,15,20,120,28,84,51,297,30
E00047664,192,NA,16,NA,17,12,19,103,20,71,74,267,40
E00047665,191,NA,15,NA,21,10,22,95,20,58,59,266,32
E00047666,174,NA,12,NA,11,18,13,94,28,66,53,271,36
E00047667,172,NA,11,NA,14,13,16,112,24,77,55,241,32
E00047668,239,NA,24,NA,16,23,23,130,31,86,81,335,36
E00047669,197,NA,16,NA,20,8,13,111,13,96,66,288,50
E00047670,140,NA,9,NA,10,10,10,73,14,57,68,222,39
E00047671,219,NA,19,NA,19,12,16,115,20,103,81,291,43
E00047672,219,NA,17,NA,12,11,23,126,20,98,68,283,47
E00047673,222,NA,17,NA,16,11,18,112,20,90,74,311,45
E00047674,222,NA,18,NA,20,21,22,127,30,72,72,329,44
E00047675,231,NA,13,NA,17,23,24,141,38,89,56,320,39
E00047676,229,NA,14,NA,23,14,19,154,22,116,51,312,32
E00047677,189,NA,12,NA,15,24,22,111,27,68,59,284,37
E00047678,204,NA,12,NA,14,11,9,109,17,108,63,271,31
E00047679,268,NA,3,NA,6,4,4,190,32,177,48,334,18
E00047680,226,NA,3,NA,12,6,19,150,19,121,51,313,21
E00047681,212,NA,14,NA,12,12,22,137,10,117,62,304,42
E00047682,266,NA,0,NA,13,8,5,186,38,195,38,378,19
E00047683,192,NA,3,NA,4,0,4,110,11,142,31,247,9
E00047684,228,NA,5,NA,10,7,9,160,18,159,42,317,20
E00047685,207,NA,3,NA,3,4,4,127,21,140,44,273,22
E00047686,191,NA,10,NA,12,7,11,110,24,87,53,277,28
E00047687,246,NA,8,NA,12,5,4,180,25,162,56,354,20
E00047688,238,NA,0,NA,10,3,6,161,22,163,22,351,13
E00047689,190,NA,5,NA,14,5,8,109,14,109,71,284,30
E00047690,192,NA,17,NA,13,6,11,95,17,97,67,277,30
E00047691,210,NA,4,NA,10,3,5,140,16,151,23,286,10
E00047692,250,NA,11,NA,5,0,6,144,28,165,60,333,23
E00047693,93,NA,5,NA,9,0,4,65,9,52,27,145,9
E00047694,250,NA,6,NA,19,12,5,156,18,136,69,335,30
E00047695,273,NA,8,NA,15,9,7,197,38,181,33,341,16
E00047696,192,NA,8,NA,15,3,7,131,20,108,64,292,28
E00047697,150,NA,12,NA,12,11,9,87,12,73,63,231,33
E00047698,256,NA,5,NA,18,6,9,188,18,161,42,345,19
E00047699,234,NA,4,NA,23,9,11,164,27,143,35,307,17
E00047700,278,NA,3,NA,18,5,20,200,32,176,52,383,21
E00047701,136,NA,4,NA,11,4,6,94,12,87,52,198,32
E00047702,227,NA,7,NA,8,4,12,157,26,158,44,317,20
E00047703,212,NA,4,NA,4,3,10,146,16,147,64,325,25
E00047704,195,NA,10,NA,15,13,20,119,24,83,67,292,40
E00047705,230,NA,11,NA,16,11,10,168,25,147,45,300,25
E00047706,229,NA,0,NA,6,4,5,176,13,184,16,339,9
E00047707,162,NA,11,NA,12,8,3,84,12,90,53,229,19
E00047708,60,NA,4,NA,3,0,3,35,7,30,61,140,38
E00047709,219,NA,8,NA,6,3,5,126,20,154,52,306,23
E00047710,168,NA,16,NA,13,7,22,110,14,66,63,243,40
E00047711,196,NA,4,NA,21,7,7,143,14,109,26,271,16
E00047712,133,NA,4,NA,5,3,6,86,11,89,33,211,19
E00047713,229,NA,11,NA,5,4,3,161,19,159,53,329,20
E00047714,95,NA,0,NA,4,0,3,44,7,65,47,174,22
E00047715,224,NA,5,NA,14,8,10,167,22,154,32,312,8
E00047716,171,NA,16,NA,9,9,23,98,17,75,59,237,36
E00047717,235,NA,6,NA,7,4,7,158,17,165,65,313,21
E00047718,229,NA,3,NA,7,5,12,168,23,154,46,329,11
E00047719,192,NA,5,NA,8,5,7,117,18,129,47,266,19
E00047720,191,NA,4,NA,12,3,9,136,16,137,57,284,25
E00047721,206,NA,9,NA,19,8,6,132,23,118,55,303,24
E00047722,117,NA,6,NA,8,5,0,65,8,62,68,201,31
E00047723,221,NA,8,NA,9,6,6,132,25,138,53,308,16
E00047724,205,NA,4,NA,6,5,10,145,19,142,47,272,15
E00047725,189,NA,5,NA,5,0,4,87,18,125,71,263,31
E00047726,179,NA,3,NA,10,4,7,117,16,121,38,247,14
E00047727,223,NA,4,NA,10,8,10,139,14,158,42,298,16
E00047728,237,NA,11,NA,6,7,7,169,19,173,38,335,23
E00047729,242,NA,4,NA,14,8,10,164,16,154,47,315,9
E00047730,224,NA,12,NA,12,6,8,144,27,152,38,288,16
E00047731,176,NA,0,NA,3,3,0,120,26,122,50,258,23
E00047732,217,NA,6,NA,9,5,11,132,19,149,47,315,17
E00047733,222,NA,6,NA,7,5,9,134,15,151,50,311,20
E00047734,213,NA,4,NA,8,7,6,107,17,127,61,288,25
E00047735,250,NA,4,NA,3,7,0,135,14,180,47,342,16
E00047736,184,NA,8,NA,13,3,8,113,22,117,53,260,31
E00047737,236,NA,0,NA,6,5,5,141,21,161,33,307,13
E00047738,197,NA,7,NA,10,3,10,122,12,139,36,264,17
E00047739,266,NA,3,NA,0,3,4,161,21,191,35,342,13
E00047740,216,NA,5,NA,15,4,8,132,17,134,44,298,17
E00047741,139,NA,9,NA,8,4,9,93,9,78,38,165,21
E00047742,160,NA,9,NA,11,3,7,113,15,103,24,215,8
E00047743,235,NA,4,NA,7,6,6,130,14,166,35,288,13
E00047744,254,NA,0,NA,8,0,8,164,26,201,30,350,10
E00047745,178,NA,8,NA,9,3,4,120,10,138,42,248,17
E00047746,262,NA,3,NA,6,4,4,160,29,198,42,340,17
E00047747,202,NA,3,NA,5,4,3,137,19,149,31,277,12
E00047748,254,NA,3,NA,11,5,7,183,26,188,27,359,12
E00047749,144,NA,5,NA,3,4,3,105,13,97,40,204,17
E00047750,249,NA,5,NA,14,7,11,170,30,159,35,318,18
E00047751,243,NA,9,NA,6,4,3,150,36,167,51,327,36
E00047752,227,NA,8,NA,8,5,5,141,18,155,51,297,15
E00047753,181,NA,6,NA,3,0,4,122,9,144,41,256,14
E00047754,227,NA,13,NA,9,7,7,148,13,166,127,385,78
E00047755,227,NA,9,NA,7,4,6,146,18,162,48,310,20
E00047756,180,NA,4,NA,8,3,4,117,11,145,82,305,49
E00047757,202,NA,3,NA,15,7,4,135,27,118,41,280,22
E00047758,127,NA,3,NA,8,6,5,102,18,77,43,216,21
E00047759,216,NA,7,NA,11,5,8,153,14,158,37,288,17
E00047760,203,NA,11,NA,11,6,14,154,18,132,39,273,23
E00047761,197,NA,22,NA,9,14,22,107,16,68,58,276,35
E00047762,246,NA,7,NA,11,3,17,170,14,170,40,353,15
E00047763,188,NA,3,NA,8,4,10,120,17,140,56,288,28
E00047764,267,NA,7,NA,10,3,16,195,25,185,40,346,17
E00047765,256,NA,3,NA,14,5,8,184,25,168,28,308,13
E00047766,253,NA,4,NA,11,5,8,182,30,166,23,341,8
E00047767,228,NA,8,NA,14,6,11,146,25,147,49,318,21
E00047768,216,NA,10,NA,17,3,12,156,24,132,57,300,23
E00047769,169,NA,14,NA,7,9,9,95,15,87,93,250,34
E00047770,215,NA,4,NA,6,0,0,141,18,143,39,313,19
E00047771,165,NA,6,NA,12,6,7,105,15,85,68,259,34
E00047772,228,NA,5,NA,11,3,4,137,19,155,31,268,16
E00047773,204,NA,3,NA,10,5,4,142,13,131,48,297,22
E00047774,234,NA,3,NA,19,7,8,162,29,155,41,304,14
E00047775,172,NA,8,NA,11,7,10,103,15,87,46,233,16
E00047776,178,NA,9,NA,9,9,12,111,9,100,51,250,31
E00047777,270,NA,21,NA,15,21,15,174,21,146,79,365,40
E00047778,202,NA,0,NA,6,7,3,176,29,154,11,281,5
E00047779,214,NA,5,NA,12,6,9,167,25,144,28,292,12
E00047780,194,NA,6,NA,8,9,11,146,24,122,51,279,25
E00047781,267,NA,13,NA,34,20,25,189,46,101,52,318,26
E00047782,288,NA,18,NA,16,18,17,174,27,126,66,397,31
E00047783,245,NA,6,NA,10,3,11,174,29,146,35,335,19
E00047784,249,NA,7,NA,21,10,13,148,25,119,54,336,28
E00047785,236,NA,10,NA,18,11,24,169,35,115,70,332,33
E00047786,222,NA,4,NA,21,15,11,169,31,137,37,314,20
E00047787,166,NA,7,NA,8,6,8,112,10,119,54,214,26
E00047788,188,NA,3,NA,14,14,11,149,24,111,28,260,17
E00047789,196,NA,11,NA,6,8,12,150,22,142,43,268,22
E00047790,239,NA,12,NA,7,3,9,146,17,173,50,313,20
E00047791,208,NA,10,NA,13,15,11,137,25,104,44,277,18
E00047792,235,NA,9,NA,17,15,13,145,32,106,53,316,27
E00047793,135,NA,25,NA,3,0,4,55,3,53,104,226,46
E00047794,221,NA,12,NA,15,10,20,132,27,110,50,291,20
E00047795,264,NA,5,NA,18,0,5,193,25,190,25,373,17
E00047796,246,NA,9,NA,24,6,19,176,19,150,43,338,18
E00047797,133,NA,4,NA,7,3,6,83,12,89,64,234,31
E00047798,184,NA,3,NA,15,8,11,134,27,106,33,250,14
E00047799,164,NA,5,NA,13,9,3,135,13,112,19,175,10
E00047800,168,NA,12,NA,11,9,17,110,18,73,44,237,18
E00047801,201,NA,3,NA,12,8,8,158,20,140,24,251,9
E00047802,192,NA,6,NA,21,12,12,152,14,110,35,268,26
E00047803,148,NA,5,NA,20,7,7,114,22,95,22,199,11
E00047804,262,NA,10,NA,14,12,18,177,24,128,53,347,29
E00047805,203,NA,32,NA,14,11,14,93,11,81,70,270,50
E00047806,209,NA,10,NA,17,6,17,136,20,109,58,326,23
E00047807,243,NA,6,NA,18,6,10,186,25,167,37,323,15
E00047808,242,NA,9,NA,19,6,13,177,13,153,37,338,14
E00047809,250,NA,4,NA,16,11,4,199,30,167,26,342,14
E00047810,259,NA,21,NA,7,10,12,172,11,168,59,322,21
E00047811,194,NA,4,NA,17,0,11,152,22,128,29,251,14
E00047812,293,NA,3,NA,15,9,11,231,38,191,31,391,10
E00047813,127,NA,8,NA,6,3,6,74,9,61,62,195,36
E00047814,105,NA,15,NA,3,3,3,40,5,36,66,154,34
E00047815,236,NA,13,NA,16,12,21,163,22,135,47,338,22
E00047816,292,NA,10,NA,19,14,11,217,34,203,68,413,29
E00047817,243,NA,5,NA,12,6,6,170,25,171,41,319,17
E00047818,190,NA,10,NA,9,4,10,150,20,123,34,265,20
E00047819,210,NA,3,NA,14,3,7,164,25,145,15,307,8
E00047820,231,NA,8,NA,10,14,12,176,25,148,43,304,24
E00047821,216,NA,0,NA,10,6,10,180,20,140,20,293,4
E00047822,260,NA,12,NA,21,6,15,201,24,178,48,346,22
E00047823,217,NA,4,NA,16,0,4,174,25,151,23,316,12
E00047824,252,NA,5,NA,19,8,9,184,33,158,34,343,21
E00047825,119,NA,5,NA,3,3,4,73,8,71,51,200,28
E00047826,263,NA,5,NA,13,13,7,211,31,179,43,397,20
E00047827,234,NA,8,NA,9,4,8,166,23,163,29,305,13
E00047828,155,NA,5,NA,6,3,6,67,12,84,80,249,37
E00047829,244,NA,3,NA,9,6,10,173,23,170,49,350,26
E00047830,187,NA,0,NA,6,7,8,153,23,121,27,243,9
E00047831,168,NA,3,NA,11,6,7,109,17,114,27,226,13
E00047832,238,NA,5,NA,16,13,9,201,26,148,24,298,10
E00047833,296,NA,8,NA,18,6,11,220,27,200,36,389,20
E00047834,183,NA,5,NA,8,7,11,105,19,95,44,245,15
E00047835,224,NA,4,NA,14,5,12,141,16,136,56,308,21
E00047836,245,NA,4,NA,11,5,12,202,34,166,23,337,15
E00047837,230,NA,8,NA,11,11,9,176,29,142,40,322,19
E00047838,203,NA,5,NA,16,8,5,139,15,110,40,240,20
E00047839,235,NA,10,NA,17,7,14,167,20,148,88,363,38
E00047840,247,NA,9,NA,10,11,8,182,33,164,39,323,16
E00047841,205,NA,12,NA,17,11,12,128,21,101,59,274,29
E00047842,218,NA,5,NA,17,5,13,157,27,119,46,312,18
E00047843,239,NA,9,NA,19,7,15,171,21,152,49,304,19
E00047844,197,NA,0,NA,18,9,11,134,24,116,49,287,18
E00047845,197,NA,7,NA,15,11,17,129,25,92,62,309,33
E00047846,247,NA,4,NA,17,15,11,191,44,149,33,327,17
E00047847,210,NA,9,NA,24,21,22,132,27,75,73,283,33
E00047848,244,NA,5,NA,19,14,17,169,33,118,59,323,30
E00047849,278,NA,3,NA,19,16,18,206,44,171,29,362,15
E00047850,229,NA,5,NA,24,15,19,177,34,124,36,310,21
E00047851,235,NA,21,NA,17,26,33,145,30,76,54,308,31
E00047852,224,NA,13,NA,17,12,15,134,24,107,66,325,39
E00047853,241,NA,9,NA,17,4,8,160,23,162,48,313,21
E00047854,193,NA,17,NA,25,19,20,118,19,73,48,248,30
E00047855,219,NA,7,NA,14,15,6,122,21,109,52,285,30
E00047856,194,NA,10,NA,9,11,14,107,19,84,60,269,26
E00047857,166,NA,13,NA,10,15,17,107,14,78,79,232,32
E00047858,216,NA,6,NA,9,3,4,133,11,144,71,316,33
E00047859,165,NA,8,NA,12,6,4,100,21,89,59,231,28
E00047860,222,NA,8,NA,21,6,14,153,26,128,45,303,25
E00047861,174,NA,7,NA,9,0,6,79,7,107,69,255,32
E00047862,214,NA,5,NA,12,13,21,158,20,118,39,325,19
E00047863,216,NA,7,NA,10,6,11,154,26,156,42,312,20
E00047864,95,NA,10,NA,0,3,6,54,3,34,106,189,60
E00047865,225,NA,3,NA,6,7,10,149,17,154,46,306,19
E00047866,199,NA,6,NA,10,3,8,128,11,129,43,295,12
E00047867,196,NA,7,NA,14,15,14,131,24,94,42,304,26
E00047868,234,NA,8,NA,15,6,10,156,25,157,48,333,17
E00047869,145,NA,21,NA,7,7,9,60,4,57,64,235,37
E00047870,193,NA,3,NA,13,4,7,134,18,132,30,244,11
E00047871,228,NA,19,NA,26,16,22,126,23,79,71,342,42
E00047872,212,NA,17,NA,18,15,23,109,20,65,70,270,37
E00047873,243,NA,5,NA,15,9,9,169,24,144,48,330,20
E00047874,194,NA,7,NA,19,14,25,120,21,70,65,274,34
E00047875,217,NA,12,NA,22,9,27,109,14,78,59,322,38
E00047876,199,NA,12,NA,14,15,16,107,22,71,81,306,39
E00047877,184,NA,22,NA,16,18,15,91,11,69,65,276,53
E00047878,174,NA,10,NA,12,9,20,95,11,72,63,248,31
E00047879,179,NA,6,NA,11,9,8,123,16,105,54,241,34
E00047880,200,NA,6,NA,8,6,8,143,22,145,42,263,20
E00047881,224,NA,10,NA,14,7,7,153,30,133,45,300,20
E00047882,204,NA,12,NA,16,15,14,134,24,78,62,264,28
E00047883,185,NA,13,NA,22,10,19,103,15,69,63,291,28
E00047884,200,NA,13,NA,15,11,24,121,13,95,78,316,40
E00047885,182,NA,25,NA,11,12,22,98,14,60,67,279,37
E00047886,187,NA,12,NA,15,9,19,110,12,84,54,285,24
E00047887,250,NA,7,NA,18,9,15,182,24,161,42,365,20
E00047888,247,NA,8,NA,18,16,22,175,27,144,50,323,22
E00047889,217,NA,19,NA,11,12,30,122,11,84,52,344,35
E00047890,252,NA,4,NA,5,3,5,171,23,192,50,349,15
E00047891,260,NA,10,NA,13,11,22,191,30,173,62,363,30
E00047892,252,NA,8,NA,11,4,7,154,27,178,66,337,27
E00047893,218,NA,5,NA,18,7,9,131,23,118,54,290,27
E00047894,242,NA,6,NA,8,5,4,154,13,176,61,343,14
E00047895,251,NA,7,NA,28,11,11,181,33,139,47,352,26
E00047896,204,NA,5,NA,7,5,5,104,19,123,58,284,24
E00047897,206,NA,0,NA,9,3,5,135,22,166,48,275,22
E00047898,142,NA,6,NA,4,5,8,94,6,101,90,265,64
E00047899,276,NA,6,NA,14,8,7,182,21,182,51,360,22
E00047900,207,NA,3,NA,10,3,5,127,20,151,52,306,22
E00047901,230,NA,7,NA,7,9,7,163,27,177,26,312,10
E00047902,241,NA,4,NA,16,6,14,174,23,166,39,331,12
E00047903,248,NA,0,NA,13,4,14,174,23,162,42,320,19
E00047904,258,NA,0,NA,7,6,14,173,26,176,47,357,25
E00047905,229,NA,21,NA,16,12,16,124,25,94,71,291,53
E00047906,148,NA,4,NA,13,8,3,105,22,83,24,195,12
E00047907,212,NA,5,NA,10,5,3,173,25,157,30,287,17
E00047908,221,NA,5,NA,11,9,6,145,13,136,66,325,29
E00047909,243,NA,11,NA,12,10,10,162,18,149,56,313,21
E00047910,270,NA,5,NA,18,5,7,178,29,167,54,382,21
E00047911,253,NA,9,NA,19,7,8,179,35,170,47,353,24
E00047912,223,NA,4,NA,21,8,8,149,17,120,50,312,26
E00047913,180,NA,4,NA,9,3,3,131,9,129,47,260,18
E00047914,205,NA,11,NA,11,4,10,143,17,137,41,277,20
E00047915,243,NA,0,NA,7,6,7,164,16,186,65,345,18
E00047916,202,NA,7,NA,8,4,11,127,15,131,52,280,25
E00047917,218,NA,3,NA,7,0,5,148,7,162,57,311,21
E00047918,160,NA,6,NA,8,4,6,112,15,115,47,232,26
E00047919,220,NA,5,NA,17,9,8,144,24,133,56,320,23
E00047920,242,NA,4,NA,26,17,16,187,29,129,44,326,25
E00047921,226,NA,8,NA,21,6,12,168,20,146,40,311,19
E00047922,147,NA,7,NA,13,9,12,87,16,60,66,202,36
E00047923,133,NA,11,NA,8,5,3,73,6,76,65,199,29
E00047924,261,NA,7,NA,14,3,8,183,15,190,44,346,16
E00047925,211,NA,13,NA,10,7,8,140,18,124,50,274,28
E00047926,256,NA,3,NA,29,9,15,192,29,161,44,363,16
E00047927,271,NA,24,NA,12,7,12,187,14,191,88,370,28
E00047928,268,NA,12,NA,11,6,8,203,13,211,49,392,15
E00047929,243,NA,7,NA,10,8,13,161,27,155,53,346,22
E00047930,233,NA,4,NA,13,4,3,139,24,155,56,309,20
E00047931,209,NA,6,NA,18,4,12,153,16,133,33,304,16
E00047932,209,NA,7,NA,24,12,12,144,25,105,69,305,31
E00047933,235,NA,7,NA,17,11,10,163,19,144,48,351,23
E00047934,229,NA,4,NA,8,4,8,158,19,162,37,307,19
E00047935,276,NA,8,NA,16,10,12,198,22,209,37,367,16
E00047936,249,NA,0,NA,9,4,7,174,23,195,44,377,19
E00047937,255,NA,8,NA,12,10,9,177,18,165,41,343,18
E00047938,230,NA,7,NA,21,16,16,166,33,133,43,319,22
E00047939,219,NA,13,NA,12,9,4,144,17,147,52,283,20
E00047940,251,NA,3,NA,17,6,5,184,24,180,40,359,21
E00047941,121,NA,8,NA,13,0,0,64,12,54,77,207,37
E00047942,182,NA,3,NA,4,3,7,126,18,132,54,257,20
E00047943,226,NA,5,NA,10,3,9,160,19,160,35,325,18
E00047944,202,NA,6,NA,7,4,11,157,17,154,63,304,28
E00047945,240,NA,5,NA,17,3,10,177,28,165,55,342,19
E00047946,221,NA,10,NA,15,10,12,140,28,108,54,331,22
E00047947,142,NA,3,NA,13,5,3,103,14,77,53,205,14
E00047948,232,NA,5,NA,17,7,12,159,30,161,41,319,16
E00047949,193,NA,9,NA,15,10,5,108,18,101,62,272,34
E00047950,189,NA,9,NA,14,14,23,121,21,72,29,298,20
E00047951,276,NA,10,NA,16,6,7,185,17,200,49,354,16
E00047952,161,NA,5,NA,7,3,4,96,8,108,78,253,18
E00047953,238,NA,0,NA,12,5,3,176,17,169,55,338,19
E00047954,157,NA,8,NA,12,8,10,100,9,97,74,246,26
E00047955,220,NA,8,NA,12,7,7,141,27,151,46,337,17
E00047956,221,NA,12,NA,19,14,14,165,25,126,37,306,19
E00047957,190,NA,3,NA,11,9,10,158,22,116,32,226,15
E00047958,218,NA,8,NA,9,6,14,158,21,143,40,297,21
E00047959,175,NA,7,NA,10,9,12,127,17,102,48,249,26
E00047960,204,NA,10,NA,17,9,9,153,25,120,45,270,21
E00047961,217,NA,6,NA,11,8,10,135,19,135,48,296,20
E00047962,259,NA,5,NA,12,10,16,198,37,180,50,376,20
E00047963,138,NA,8,NA,7,5,11,88,14,72,59,211,25
E00047964,253,NA,4,NA,14,7,7,186,36,167,33,331,13
E00047965,129,NA,11,NA,4,6,9,65,9,66,86,224,52
E00047966,217,NA,3,NA,10,5,11,157,27,141,41,283,24
E00047967,207,NA,11,NA,19,11,13,140,22,103,56,284,23
E00047968,213,NA,5,NA,15,9,11,154,21,140,44,285,21
E00047969,174,NA,4,NA,8,0,9,137,18,115,52,259,19
E00047970,274,NA,5,NA,11,3,9,206,25,182,34,378,14
E00047971,248,NA,7,NA,9,8,8,166,24,153,57,353,30
E00047972,225,NA,9,NA,17,14,12,148,27,122,52,317,18
E00047973,217,NA,5,NA,22,9,18,152,27,121,47,291,13
E00047974,191,NA,5,NA,12,11,15,131,21,108,39,270,22
E00047975,146,NA,4,NA,21,5,11,115,26,79,33,205,15
E00047976,220,NA,12,NA,16,15,13,127,22,96,58,293,22
E00047977,214,NA,6,NA,18,5,13,145,25,103,52,314,19
E00047978,243,NA,0,NA,20,8,11,174,25,153,36,324,19
E00047979,251,NA,6,NA,22,10,10,198,38,160,45,361,21
E00047980,219,NA,8,NA,26,9,21,152,25,124,62,315,27
E00047981,243,NA,25,NA,8,18,11,85,15,77,91,347,50
E00047982,214,NA,13,NA,14,10,25,104,18,77,89,379,40
E00047983,262,NA,20,NA,9,19,18,83,19,76,77,436,39
E00047984,245,NA,16,NA,23,30,24,140,32,92,61,346,33
E00047985,214,NA,23,NA,11,21,18,109,28,73,83,326,56
E00047986,287,NA,25,NA,11,26,26,100,34,100,88,448,46
E00047987,259,NA,15,NA,16,21,23,148,37,92,68,395,42
E00047988,211,NA,26,NA,19,20,21,107,21,63,66,335,40
E00047989,219,NA,24,NA,14,23,25,105,26,63,89,318,54
E00047990,242,NA,20,NA,19,18,14,135,30,87,61,335,38
E00047991,228,NA,19,NA,17,22,29,119,38,80,73,350,44
E00047992,167,NA,19,NA,6,5,15,55,12,54,66,260,41
E00047993,194,NA,21,NA,5,22,16,85,15,49,58,319,36
E00047994,275,NA,18,NA,14,17,12,96,21,92,62,459,43
E00047995,166,NA,18,NA,5,7,10,48,11,48,66,250,42
E00047996,284,NA,19,NA,10,23,26,113,25,102,69,472,48
E00047997,153,NA,18,NA,6,11,12,51,12,44,88,226,56
E00047998,193,NA,21,NA,3,10,15,54,13,69,82,309,54
E00047999,281,NA,20,NA,10,24,29,96,20,94,79,484,52
E00048000,284,NA,21,NA,13,21,30,119,21,85,95,421,55
E00048001,138,NA,11,NA,6,9,8,51,10,40,68,217,43
E00048002,246,NA,13,NA,20,18,15,126,23,94,62,347,35
E00048003,195,NA,14,NA,8,9,7,54,7,64,58,293,36
E00048004,237,NA,17,NA,17,27,20,139,39,81,61,343,41
E00048005,211,NA,10,NA,11,16,16,110,26,93,70,299,33
E00048006,284,NA,23,NA,13,22,19,92,27,84,98,500,46
E00048007,249,NA,17,NA,13,27,17,114,22,83,67,366,40
E00048008,246,NA,40,NA,3,13,15,56,9,76,92,339,51
E00048009,224,NA,18,NA,12,16,34,117,27,80,61,308,39
E00048010,222,NA,8,NA,15,27,39,140,31,82,57,315,35
E00048011,220,NA,16,NA,11,19,19,116,20,80,76,338,32
E00048012,247,NA,22,NA,7,8,12,63,12,67,94,445,48
E00048013,234,NA,18,NA,9,6,17,53,9,61,72,401,50
E00048014,215,NA,16,NA,16,19,26,114,29,66,48,313,33
E00048015,277,NA,20,NA,14,17,21,100,23,92,76,453,46
E00048016,255,NA,20,NA,14,20,21,118,30,93,72,389,42
E00048017,313,NA,16,NA,19,24,28,139,40,93,111,501,59
E00048018,238,NA,17,NA,11,14,19,99,15,73,68,375,45
E00048019,213,NA,22,NA,11,12,24,97,16,73,74,319,47
E00048020,272,NA,16,NA,15,13,24,91,15,78,69,428,39
E00048021,208,NA,14,NA,6,16,11,72,19,52,57,382,27
